genre,sinopsis
"Drama , Film-Noir , Mystery","Dixon 'Dix' Steele, turun-on-nya-keberuntungan skenario perlu beradaptasi novel sampah. Di sebuah klub malam, gadis hat-cek, Mildred Atkinson sedang asyik membacanya. Terlalu lelah untuk membaca novel, ia meminta Mildred untuk pulang bersamanya, untuk menjelaskan plot. Malam itu, Mildred dibunuh dan Steele adalah tersangka utama, rekornya kekerasan ketika marah pergi melawan dia."
"Drama , History , War","Sekutu angkatan darat di Anzio dilawan tapi bukannya bergerak lurus pedalaman komandan mereka memutuskan untuk menggali lebih dalam. Sebuah koresponden perang pertempuran-keras meminjam sebuah jip dan drive ke Roma dan kembali tanpa bertemu setiap pasukan Jerman, tapi laporannya pada tidak adanya ini musuh didiskon. Pada saat itu akhirnya memutuskan untuk membuat langkah Jerman telah tiba dalam kekuatan dan berkepanjangan ..."
"Biography , Drama , History","Siapakah Yesus, dan mengapa ia berdampak semua ia bertemu? Dia dihormati dan dicerca, ditiru dan menuduh, tercinta, dikhianati, dan akhirnya disalibkan. Namun bahwa nasib buruk tidak akan menjadi akhir dari cerita."
"Crime , Film-Noir , Mystery","Bud Corliss (Wagner) adalah seorang mahasiswa ambisius yang merayu Dorothy kerajaan (Woodward) murni untuk keberuntungan pertambangan ayahnya. Ketika ia menemukan bahwa Dorothy hamil dengan anaknya, dia menyadari dia sangat mungkin akan mendapat warisan oleh keluarga kaya nya. Dia meyakinkan Dorothy bahwa ia akan merawatnya, namun ia ragu-ragu ketika Dorothy bersikeras menikah. Bud kemudian pembunuhan Dorothy dan tahapan itu dengan cara yang tampaknya menjadi bunuh diri. Dia kemudian mengulurkan tangan untuk adiknya Ellen (Leith) dengan harapan menikahinya untuk mengambil hati dengan ayahnya. Setelah beberapa bulan Ellen menemukan bukti mempertanyakan putusan bunuh diri, dan kemudian menemukan Bud tahu Dorothy. Ellen berjuang untuk membalas kakaknya dan menyelamatkan hidupnya sendiri."
"Action , Biography , Drama","Film ini adalah sekilas ke dalam kehidupan, cinta dan semangat tak terkalahkan legendaris Bruce Lee. Dari childhod dari pelatihan seni bela diri yang ketat, Lee menyadari mimpinya membuka sekolah kung-fu sendiri di Amerika. Tak lama, ia ditemukan oleh seorang produser Hollywood dan mulai kenaikan meteroric untuk ketenaran dan pemerintahan semua terlalu pendek sebagai salah satu pahlawan tindakan yang paling charasmatic dalam sejarah sinema."
"Adventure , Fantasy , Horror","Ketika sebuah ekspedisi arkeologi membuka makam Mesir kuno, kejahatan yang tak terbayangkan dari firaun terkutuk ini dibebaskan."
Horror,"Sekuel Dracula 2000. Bapa Uffizi [Jason Scott Lee] berburu vampir. Ia berkeliling dunia untuk memenggal kepala mereka dengan bullwhip, tapi tujuan utamanya adalah untuk menemukan vampir pertama, Dracula (dinyatakan sebagai Judas Iscariot di Dracula 2000), mengampuni dosa Dracula terhadap Yesus, mengatur jiwanya bebas, dan mengakhiri keberadaan suci nya. Jadi, ketika tubuh hangus Dracula muncul di kamar mayat New Orleans, kepala Uffizi di sana. mahasiswa kedokteran, Liz Blaine [Diane Neal] dan Lukas [Jason London] dibebankan dengan autopsying tubuh. Ketika mereka membuka rongga perut, mereka menemukan bahwa hati dan organ lainnya berwarna putih, menyarankan untuk Luke bahwa orang tersebut tidak menghasilkan darahnya sendiri tapi punya tempat lain, yaitu, vampir."
Horror,"Dalam waktu dekat, Uffizi dan Lukas melakukan perjalanan ke mencapai terpencil perang robek Rumania untuk menyelamatkan Elizabeth dan menyelesaikan vampir sekali dan untuk semua. Sepanjang jalan, mereka menghadapi jurnalis berita TV dan korps pemberontak mencoba untuk melawan pemberontakan vampir yang malapetaka negara mereka."
"Action , Adventure , Fantasy","Heroik kisah muda Mathayus dan pencarian tanpa henti untuk keadilan terhadap seorang penjahat jahat dan kuat, Raja Sargon. Mathayus menghadapi kesengsaraan jantung berhenti selama nya petualang, peluang-defying lintasan menuju tujuan akhir nya: menjadi raja prajurit tangguh dari sebuah kerajaan gurun kuno."
"Drama , Fantasy , Horror","Keluarga seorang pria dibawa kembali dari ambang kematian, ia kemudian menemukan dia dapat mengidentifikasi orang-orang yang akan mati."
"Action , Adventure , Sci-Fi","Ketika awak pemberontak dari Serenity setuju untuk menyembunyikan buronan di kapal mereka, mereka menemukan diri mereka dalam pertempuran penuh aksi antara kekuatan tanpa henti militer dari rezim totaliter yang akan menghancurkan apa pun - atau siapa pun - untuk mendapatkan gadis itu kembali dan makhluk haus darah yang berkeliaran di daerah yang belum dipetakan ruang. Tapi, bahaya terbesar dari semua mungkin di kapal mereka."
"Animation , Action , Fantasy","Adaptasi dari Mark Waid untuk ""Menara Babel "" cerita dari komik JLA. Vandal Savage mencuri file rahasia Batman telah dikompilasi pada anggota Liga Keadilan, dan belajar semua kelemahan mereka."
"Animation , Action , Crime","Sebagai Batman berburu untuk Joker melarikan diri, Pangeran Badut Kejahatan menyerang keluarga Gordon untuk membuktikan titik jahat mirroring jatuh sendiri menjadi gila. Berdasarkan novel grafis oleh Alan Moore dan Brian Bolland."
"Animation , Action , Crime",Jelajahi transisi Bruce Wayne dari awal sebagai vigilante tersiksa untuk The Dark Knight dari metropolis runtuh dengan enam bab yang berbeda tetapi ditujukan untuk dilihat secara keseluruhan.
"Animation , Action , Crime","Ketika putus asa Mr. Freeze, untuk menyelamatkan istrinya yang sedang sekarat, menculik Barbara (Batgirl) Gordon sebagai donor organ sukarela, Batman dan Robin harus menemukannya sebelum operasi dapat dimulai."
"Animation , Adventure , Comedy",Dongeng bertabrakan ketika Mambo dan Munk ujung timbangan baik dan jahat sekali lagi.
"Animation , Fantasy","Dalam dunia Elven mitos Altera, pertempuran epik terbentang antara Putri Liya yang indah dan Dark Elf Elena, yang telah memperoleh kepemilikan permata begitu kuat memungkinkan pemegang otoritas lengkap atas semua Alterans."
"Animation , Adventure , Family","Tanah Altera telah mengamati perdamaian gelisah selama bertahun-tahun di antara Manusia, Peri dan binatang jahat yang loyal ke legendaris Black Dragon. Tapi Black Dragon mulai aduk dari hibernasi nya, mengirimkan Beasts berbaris di Altera. Dengan binatang penaklukan makin mendekati, sekelompok kecil Manusia dan Elves bersatu untuk mencoba untuk menemukan jalan tersembunyi rahasia untuk gua Black Dragon dan menghancurkannya. Namun nasib mereka semua mungkin di tangan prajurit muda Lambert, yang harus memanggil kepercayaan diri dan keterampilan untuk menghadapi Black Dragon sendiri hanya ketika semua bisa hilang."
Drama,"Ada sekali seorang gadis muda bernama Mei yang merasa terasing dari semua orang di sekitarnya. Mei khawatir tentang ibu dan ayahnya, yang menikah adalah di bebatuan, dan dia merindukan untuk kembali ke hutan di mana kakeknya tinggal. Suatu hari, Mei berteman dengan seorang anak laki-laki kesepian seperti dia. Ketika realitas menangkap, mereka lari ke dunia yang indah yang hanya dimiliki mereka. Kedua imajinatif eskapis dan heartbreakingly realistis, perjalanan mereka berbicara kepada anak-anak dan orang dewasa sama dengan rasa sakit kesendirian, kesedihan kehilangan, dan kehangatan harapan."
Drama,"Pada hari yang sama, dalam kecelakaan yang sama, Wei kehilangan istrinya yang sedang hamil dan Ming tunangannya. Dalam ajaran Buddha, satu diberikan 100 hari untuk berkabung untuk orang mati. Seperti dua tikus hilang dalam labirin, Wei berjalan berputar-putar sementara Ming dengan tenang merayap menyusuri jalan ditentukan. Tapi rasa sakit dan kesedihan berlama-lama di. Dengan 100 hari mendekat, mereka bertanya-tanya apakah mereka akan pernah bisa mengucapkan selamat tinggal."
"Comedy , Romance","Hidup ini sulit di kota besar. Terutama untuk petugas fotokopi Taiwan muda, yang baru-baru ini putus menghantuinya hari demi hari. Tapi seperti semua asmara perkotaan ia segera memenuhi pixie manik eksentrik dari mimpinya. Dan bersama-sama mereka berjuang untuk mendapatkan kehidupan mereka kembali ke jalur. (Mandarin dengan teks bahasa Inggris)"
"Comedy , Drama , Romance","Masa remaja adalah seperti hujan lebat. Meskipun Anda masuk angin dari itu, Anda masih berharap untuk mengalami sekali lagi. Ko-Teng memiliki beberapa teman dekat yang naksir Shen Chia-Yi. Teman-teman dari Ko sehingga bergerak serempak dari Ching Cheng SMP langsung ke divisi SMA dalam mengejar dirinya. Nakal di alam, Ko diperintahkan oleh guru wali kelas mereka untuk duduk di depan siswa teladan Shen baginya untuk terus tab pada dirinya. Kedua tidak rukun pada awalnya tapi Ko secara bertahap jatuh untuk Shen, yang selalu menekan dia untuk belajar keras. Di sisi lain, Shen menjadi terkesan oleh nilai-nilai kontras Ko diwakili. Ko mulai mengejar Shen tapi Shen tetap ragu-ragu."
"Comedy , Drama , Fantasy","Kuliah mahasiswa baru Si-ying mendapat pekerjaan paruh waktu di ""Cafe. Menunggu. Cinta ""coffee shop, di mana ia berteman Abusi, seorang barista tomboy yang bisa membuat kopi permintaan pelanggan, indah dan misterius pemilik kafe, dan Zeyu, anak laki-laki yang selalu duduk di tempat yang sama di kafe yang tampaknya menjadi sangat populer dengan gadis-gadis dan pada siapa Si-ying mengembangkan naksir instan."
"Comedy , Romance","Pekerja kantor Sesungguhnya Lin pergi pada perjalanan melalui kenangan. Flashing kembali 20 tahun ke waktu di sekolah tinggi, dia reminisces tentang bekerja sama dengan teman untuk mencatat saingan mereka."
"Comedy , Romance","Berdasarkan novel dengan nama yang sama, film ini berikut tiga wanita kosmopolitan, seorang aktris, spesialis PR dan manajer galeri, semua gulat dengan naik turunnya kehidupan romantis mereka."
"Fantasy , Romance","Ketika obsesi Liang Xia untuk pernikahan yang sempurna menempatkan ketegangan dalam hubungan dengan tunangannya, ia akhirnya menyebutnya berhenti dan putus dengan dia. Dalam keadaan patah hati, Liang Xia sembarangan mencerna benda sihir, yang mengangkut pikiran berusia 28 tahun itu kembali ke saat ia berusia tujuh belas tahun."
Drama,"Kevin, muda, pelari tak kenal takut dari lingkungan yang kasar di Taiwan, jatuh cinta dengan pelatih tangguh Ellie. Ketika Ellie menjadi sakit dan jauh, Kevin berjuang untuk bertahan hidup dan menaklukkan terkenal 10.000 Miles Silk Road ultramaraton untuk memenangkan hatinya."
Romance,"Pemuda Jangan Mengembalikan adalah 2015 Cina Film komedi romantis yang disutradarai oleh Tian Meng dan diproduksi oleh Manfred Wong, dan dibintangi oleh Hans Zhang dan Joe Chen. Film ini merupakan adaptasi novel Gu Wei dengan nama yang sama."
"Comedy , Drama , Romance","Bagian kedua dari Aki Kaurismäki ini ""Finlandia "" trilogi, film ini mengikuti seorang pria yang tiba di Helsinki dan akan dipukuli begitu parah ia mengembangkan amnesia. Tidak dapat mengingat namanya atau apapun dari kehidupan masa lalunya, ia tidak bisa mendapatkan pekerjaan atau apartemen, sehingga ia mulai hidup di pinggiran kota dan perlahan-lahan mulai menempatkan hidupnya kembali ke jalur."
"Comedy , Drama , Romance","Setelah layanan lima belas tahun, Henri Boulanger dibuat berlebihan dari pekerjaannya. Kaget, ia mencoba bunuh diri, tetapi tidak bisa melalui dengan itu, jadi dia menyewa pembunuh bayaran di sebuah bar kumuh membunuhnya pada beberapa waktu yang tidak ditentukan di masa depan. Tapi segera ia bertemu dan jatuh cinta dengan Margaret, seorang penjual bunga, yang membuat Henri menyadari bahwa hidupnya memiliki beberapa makna setelah semua. Tapi ketika ia kembali ke bar untuk membatalkan kontrak, ia menemukan itu telah dihancurkan - dan tidak ada cara dia bisa berhubungan dengan si pembunuh ..."
"Comedy , Romance","Murung Finlandia Valto dan Reino mengambil ke jalan mencari kopi dan vodka, tanpa yang hidup mereka tidak layak hidup. Tapi lamunan mereka terganggu oleh kedatangan cerewet Klaudia Rusia dan Estonia Tatiana - yang jelas tertarik pada dua orang, meskipun hambatan bahasa. Tapi apa yang kemungkinan mendapat respon dari orang-orang yang lebih memilih menatap botol vodka untuk berbicara?"
"Drama , Romance","Bintang film Perancis ikon New Wave Jean-Pierre Léaud sebagai Paulus, seorang anak muda yang idealis romantis dan sastra singa-wannabe yang mengejar pemula bintang pop, Madeleine (Chantal Goya, kehidupan nyata Yé-ye gadis)."
"Drama , Fantasy",Tentang seorang pria yang marah pada istrinya karena dia bertemu pria lain di bangku taman dan mereka bahkan tidak lagi berbicara bahasa yang sama.
Drama,perkawinan skenario Paul Javal untuk istrinya Camille hancur selama produksi film saat ia menghabiskan waktu dengan produser nya.
"Crime , Thriller","Sebuah batu berwajah Jean-Paul Belmondo bintang sebagai misterius gangster Silien, yang mungkin atau mungkin tidak bertanggung jawab untuk memekik di Faugel (Serge Reggiani), baru saja merilis dari penjara dan sudah terlibat dalam apa yang seharusnya menjadi pencurian sederhana. Pada akhir ini brutal, memutar, dan policier berlapis-lapis, yang akan ditinggalkan untuk percaya?"
Comedy,Seorang wanita muda Amerika yang bepergian melalui Italia menemukan dirinya di sebuah villa Mediterania yang aneh di mana tidak ada tampaknya benar.
"Comedy , Drama , Music","Cleo adalah seorang penyanyi pop yang mengembara di sekitar Paris sementara dia menunggu hasil biopsi dia takut dia mungkin memiliki kanker. Sebagai Cleo menyiapkan diri untuk bertemu dengan dokter pada pukul 7, dia bertemu dengan beberapa teman-teman dan orang asing ketika mencoba untuk bergulat dengan kematian. Merasakan ketidakpedulian dari orang-orang terdekat, dia menemukan dirinya mempertanyakan orang gambar boneka-seperti memiliki dia dan diatasi dengan perasaan kesendirian dan ketidakberdayaan. Dia akhirnya menemukan beberapa kenyamanan di perusahaan asing dia bertemu di taman dan dengan siapa ia mampu memiliki percakapan yang tulus."
"Fantasy , Horror","Lima orang mengunjungi tontonan pasar malam yang dijalankan oleh jahat Dr. Diabolo. Setelah menunjukkan mereka beberapa atraksi berhantu-rumah bergaya, dia berjanji mereka pengalaman yang benar-benar menakutkan jika mereka akan membayar ekstra."
"Adventure , Sci-Fi , Thriller","Planet Bumi adalah gurun hancur, dan apa yang tersisa dari umat manusia telah dijajah Bulan di kota kubah. kelangsungan hidup terus manusia tergantung pada obat anti-radiasi hanya tersedia di planet Delta Tiga, yang telah diambil alih oleh Omus, seorang mekanik brilian tapi gila yang menempatkan tidak ada nilai pada kehidupan manusia. Omus ingin datang ke Bulan untuk memerintah dan berniat untuk menyerang dengan serudukan pesawat ruang angkasa robot yang dikendalikan ke dalam kubah. Dr John Caball, anaknya Jason, teman Jason, Kim, dan robot bernama Sparks memulai Caball ini ruang battlecruiser pada misi yang tidak sah ke Delta Tiga berhenti Omus."
"Documentary , Biography , Music","Sebagai orang depan Clash dari tahun 1977 dan seterusnya, Joe Strummer mengubah kehidupan orang selamanya. Empat tahun setelah kematiannya, pengaruhnya menjangkau seluruh dunia, lebih kuat dibandingkan sebelumnya. Dalam ""The Future Is tidak tertulis"", dari sutradara film Inggris Julien Temple, Joe Strummer terungkap bukan hanya sebagai legenda atau musisi, tetapi sebagai komunikator sejati zaman kita. Menggambar di kedua sejarah punk bersama dan persahabatan pribadi yang dekat yang dikembangkan selama bertahun-tahun terakhir kehidupan Joe, Film Julien Temple adalah perayaan Joe Strummer - sebelum, selama dan setelah Clash."
"Sci-Fi , Horror",Makhluk alien batang memangsa manusia.
"Horror , Thriller",Sebuah kuartet psikopat pembunuh keluar dari rumah sakit jiwa selama pemadaman listrik dan mengepung rumah dokter mereka.
"Comedy , Drama",Sebuah komedi surealis yang menggambarkan cast beragam karakter dan perubahan yang mereka menjalani sebagai turis Jerman Jasmin berinteraksi dengan masing-masing di sebuah truk berhenti terpencil di tengah gurun Mojave.
